County,"Donald J. Trump
Republican","Kamala D. Harris
Democratic","Robert F. Kennedy, Jr.
Independent","Chase Oliver
Libertarian","Jill Stein
Independent","Joel Skousen
Constitutional","Claudia De la Cruz
Independent","Randall Terry
Independent","Shiva Ayyadurai
Independent","Peter Sonski
Independent","Brian Larry Kienitz
Independent","Blank Votes","Spoiled Votes","Total Votes Cast","Total Ballots Cast"
"Precinct 414",815,380,18,12,5,0,0,2,1,0,0,18,0,"1,233","1,251"
"Precinct 415",728,407,21,6,5,0,2,1,2,1,0,19,0,"1,173","1,192"
"Precinct 416",581,454,16,5,6,1,3,0,2,0,0,22,0,"1,068","1,090"
"Precinct 417",668,517,31,14,3,2,4,2,1,0,0,13,0,"1,242","1,255"
"Precinct 418",631,531,26,8,3,0,2,2,0,0,0,19,1,"1,203","1,223"
"Precinct 419",656,543,11,10,3,0,2,0,0,0,0,26,0,"1,225","1,251"
"Precinct 420",644,458,13,4,3,1,0,1,2,1,0,25,0,"1,127","1,152"
"Precinct 501",911,234,14,6,3,1,1,2,0,0,0,8,0,"1,172","1,180"
"Precinct 502","1,071",299,19,7,1,0,1,1,0,0,0,13,0,"1,399","1,412"
"Precinct 503",992,195,10,4,2,1,0,2,0,0,0,12,0,"1,206","1,218"
"Precinct 504","1,018",259,23,8,3,1,0,2,1,1,0,14,0,"1,316","1,330"
"Precinct 505","1,161",241,15,0,3,2,1,4,1,0,0,8,0,"1,428","1,436"
"Precinct 506",852,265,13,4,2,0,1,1,0,0,0,6,1,"1,138","1,145"
"Precinct 507",958,312,23,6,1,3,4,1,1,0,0,11,0,"1,309","1,320"
"Precinct 508",899,196,13,8,0,2,0,0,1,2,0,8,0,"1,121","1,129"
"Precinct 509","1,065",313,11,6,3,0,2,1,1,1,0,8,2,"1,403","1,413"
"Precinct 510",890,279,19,8,2,2,0,3,1,0,0,12,1,"1,204","1,217"
"Precinct 511","1,067",353,25,14,6,4,1,0,0,2,0,12,0,"1,472","1,484"
"Precinct 512","1,151",191,23,7,2,0,1,3,0,0,0,16,0,"1,378","1,394"
"Precinct 513","1,145",225,10,6,2,0,0,0,0,2,0,14,0,"1,390","1,404"
"Precinct 514","1,061",244,17,5,3,4,1,1,0,1,0,19,0,"1,337","1,356"
"Precinct 515",918,279,14,8,2,4,2,1,0,1,0,12,1,"1,229","1,242"
"Precinct 516",967,303,16,8,5,1,1,2,0,0,0,22,2,"1,303","1,327"
"Precinct 517",832,293,13,3,4,1,1,1,2,0,0,14,0,"1,150","1,164"
"Precinct 518",634,125,6,2,1,0,2,1,0,2,0,9,1,773,783
"Precinct 519","1,456",311,14,7,1,2,2,1,0,1,0,29,0,"1,795","1,824"
"Precinct 520","1,035",348,16,11,4,6,1,1,2,1,0,25,0,"1,425","1,450"
"Precinct 521",860,246,14,2,2,0,0,0,0,0,0,16,0,"1,124","1,140"
"Precinct 522",856,344,11,4,2,2,0,1,0,0,0,19,0,"1,220","1,239"
Latah,"10,669","9,039",350,153,122,26,47,21,13,21,0,361,10,"20,461","20,832"
"Precinct Bovill 32",109,24,3,0,0,0,0,0,1,0,0,1,0,137,138
"Precinct Cora 31",172,54,2,1,0,0,1,0,0,0,0,4,0,230,234
"Precinct Deary 19",699,160,6,4,2,2,3,2,0,0,0,9,2,878,889
"Precinct Farmington 20",23,4,0,0,0,0,0,0,0,0,0,0,0,27,27
"Precinct Genesee 21",612,257,14,8,1,0,1,0,2,0,0,13,1,895,909
"Precinct Harvard 22",211,38,6,1,0,2,0,0,0,0,0,6,1,258,265
"Precinct Juliaetta 23",296,67,5,1,0,2,0,0,0,0,0,3,1,371,375
"Precinct Kendrick 24",236,69,7,5,1,0,0,0,1,0,0,3,0,319,322
"Precinct Linden 25",87,8,1,0,0,0,0,0,0,0,0,2,0,96,98
"Precinct Moscow 1",124,82,3,0,6,0,3,0,0,0,0,0,0,218,218
"Precinct Moscow 10",317,471,19,1,3,0,1,2,2,2,0,16,0,818,834
"Precinct Moscow 11",267,462,9,9,8,2,1,1,0,8,0,15,0,767,782
"Precinct Moscow 12",504,409,17,2,2,2,4,3,1,2,0,12,0,946,958
"Precinct Moscow 13",204,372,7,9,4,0,0,5,0,0,0,7,0,601,608
"Precinct Moscow 14",240,475,10,8,8,2,4,0,0,0,0,10,2,747,759
"Precinct Moscow 15",241,454,15,3,9,1,1,0,0,1,0,13,0,725,738
"Precinct Moscow 16",260,372,11,4,7,0,3,0,0,0,0,13,0,657,670
"Precinct Moscow 17",414,393,16,4,6,0,1,1,0,3,0,21,0,838,859
"Precinct Moscow 18",159,317,7,3,6,0,3,0,1,0,0,2,0,496,498
"Precinct Moscow 2",401,452,11,14,6,1,3,3,0,0,0,12,0,891,903
"Precinct Moscow 3",478,417,16,7,8,3,2,0,0,0,0,17,1,931,949
"Precinct Moscow 4",383,412,9,10,3,1,1,2,1,0,0,17,0,822,839
"Precinct Moscow 5",406,544,14,4,3,1,2,0,1,1,0,26,0,976,"1,002"
"Precinct Moscow 6",309,450,16,10,4,1,7,0,0,0,0,14,0,797,811
"Precinct Moscow 7",658,519,25,16,8,0,1,0,2,0,0,28,0,"1,229","1,257"
"Precinct Moscow 8",187,388,13,4,6,0,3,0,0,1,0,5,1,602,608
"Precinct Moscow 9",352,548,15,6,13,3,1,1,0,1,0,34,0,940,974
"Precinct Onaway 37",68,19,9,1,0,0,0,0,0,0,0,1,0,97,98
"Precinct Palouse 26",205,90,10,0,2,1,0,0,0,1,0,3,0,309,312
"Precinct Potlatch 27",528,132,11,1,1,2,0,0,1,1,0,12,1,677,690
"Precinct Princeton 28",386,62,9,3,0,0,0,0,0,0,0,4,0,460,464
"Precinct Troy 29",546,230,16,7,3,0,1,1,0,0,0,19,0,804,823
"Precinct Troy 39",312,150,9,2,1,0,0,0,0,0,0,9,0,474,483
"Precinct Viola 30",275,138,9,5,1,0,0,0,0,0,0,10,0,428,438
Lemhi,"3,716","1,038",72,22,9,5,6,4,1,1,0,50,2,"4,874","4,926"
"Precinct Brooklyn","1,085",400,30,4,5,0,3,0,0,1,0,14,2,"1,528","1,544"
"Precinct Depot",817,194,15,9,1,0,0,1,0,0,0,9,0,"1,037","1,046"
"Precinct Iron Creek",196,37,2,2,0,0,0,1,0,0,0,5,0,238,243
"Precinct Junction",174,16,0,0,0,0,0,0,0,0,0,3,0,190,193
"Precinct Lemhi",238,32,1,1,0,1,1,0,0,0,0,2,0,274,276
"Precinct Mineral Hill",38,12,2,0,0,0,0,0,0,0,0,1,0,52,53
"Precinct N. Fork",228,63,4,0,0,3,0,0,1,0,0,3,0,299,302
"Precinct Pahsimeroi",67,4,2,0,1,0,0,0,0,0,0,1,0,74,75
"Precinct Salmon",873,280,16,6,2,1,2,2,0,0,0,12,0,"1,182","1,194"
Lewis,"1,503",305,20,4,4,3,1,2,1,3,0,20,1,"1,846","1,867"
"Precinct 001 Nezperce",269,80,6,1,2,1,1,0,0,3,0,5,0,363,368
"Precinct 002 W. Kamiah",422,82,7,2,2,2,0,0,0,0,0,8,1,517,526
"Precinct 003 E. Kamiah",149,20,1,0,0,0,0,0,0,0,0,0,0,170,170
"Precinct 004 Craigmont",339,56,4,0,0,0,0,0,0,0,0,2,0,399,401
"Precinct 005 Winchester",256,51,2,0,0,0,0,1,0,0,0,4,0,310,314
"Precinct 006 Reubens",26,9,0,0,0,0,0,1,1,0,0,1,0,37,38
"Precinct 007 Mohler",33,3,0,1,0,0,0,0,0,0,0,0,0,37,37
"Precinct 008 Slickpoo",9,4,0,0,0,0,0,0,0,0,0,0,0,13,13
Lincoln,"1,466",392,36,6,10,0,6,0,1,0,0,9,13,"1,917","1,939"
"Precinct Dietrich",258,23,3,0,2,0,0,0,0,0,0,1,1,286,288
"Precinct Kimama",42,3,0,0,0,0,0,0,0,0,0,1,0,45,46
"Precinct N. Shoshone",325,79,6,0,2,0,1,0,0,0,0,2,5,413,420
"Precinct Richfield",359,73,9,1,3,0,2,0,0,0,0,2,2,447,451
"Precinct Shoshone",482,214,18,5,3,0,3,0,1,0,0,3,5,726,734
Madison,"13,925","2,767",310,136,72,83,22,26,17,5,0,309,4,"17,363","17,676"
"Precinct #1 Plano",285,21,7,1,1,5,1,1,0,0,0,4,0,322,326
"Precinct #10 Porter Park",417,82,10,7,3,2,2,0,0,0,0,4,1,523,528
"Precinct #11 City Center",382,96,7,6,3,1,0,1,1,0,0,3,0,497,500
"Precinct #12 4th S.",310,76,10,5,4,3,1,0,1,0,0,1,0,410,411
"Precinct #13 University",281,57,2,2,2,2,0,0,0,0,0,6,0,346,352
"Precinct #14 Rexburg Hill",594,215,17,7,1,7,1,1,2,0,0,28,0,845,873
"Precinct #15 Poleline","1,151",285,29,11,7,6,2,1,1,0,0,26,0,"1,493","1,519"
"Precinct #16 Lincoln",662,252,15,20,2,4,0,4,0,0,0,38,0,959,997
"Precinct #17 Moody",307,26,1,0,2,2,1,0,0,0,0,4,0,339,343
"Precinct #18 Lyman",660,110,22,3,4,11,0,2,0,0,0,18,0,812,830
"Precinct #19 Archer",636,71,15,2,4,0,1,2,0,0,0,4,0,731,735
"Precinct #2 Burton","1,353",184,29,11,6,0,0,2,1,0,0,54,0,"1,586","1,640"
"Precinct #20 Trejo",433,105,9,8,1,1,1,0,2,0,0,3,1,560,564
"Precinct #21 6th S.",385,58,7,4,4,1,1,0,2,0,0,2,0,462,464
"Precinct #3 Hibbard","1,270",168,21,8,1,10,2,1,0,0,0,16,0,"1,481","1,497"
"Precinct #4 Salem",510,39,5,3,0,1,1,0,0,0,0,6,0,559,565
"Precinct #5 Fairgrounds",667,164,17,3,3,9,1,3,2,0,0,17,0,869,886
"Precinct #6 Sugar City",997,156,26,1,1,2,0,1,1,4,0,15,1,"1,189","1,205"
"Precinct #7 Adams","1,086",212,29,6,4,5,4,4,1,1,0,23,0,"1,352","1,375"
"Precinct #8 Pioneer W.",806,176,13,13,8,5,1,1,2,0,0,19,1,"1,025","1,045"
"Precinct #9 Pioneer E.",733,214,19,15,11,6,2,2,1,0,0,18,0,"1,003","1,021"
Minidoka,"6,401","1,373",91,23,16,11,13,14,5,1,0,70,13,"7,948","8,031"
"Precinct 001 Acequia",514,85,14,2,4,2,1,2,1,0,0,6,0,625,631
"Precinct 002 Emerson",753,125,13,1,0,3,0,0,0,0,0,9,1,895,905
"Precinct 003 Heyburn 1",627,174,9,0,1,0,2,1,0,0,0,8,6,814,828
"Precinct 004 Heyburn 2",671,121,9,3,2,2,0,2,1,1,0,8,2,812,822
"Precinct 005 Paul",614,117,4,6,1,0,2,2,0,0,0,6,2,746,754
"Precinct 006 Pioneer",570,88,6,0,0,2,1,1,2,0,0,5,0,670,675
"Precinct 007 Rupert 1",607,163,8,5,1,1,2,2,0,0,0,6,2,789,797
"Precinct 008 Rupert 2",691,155,7,1,0,0,1,1,0,0,0,10,0,856,866
"Precinct 009 Rupert 3",450,178,11,2,0,0,4,2,0,0,0,8,0,647,655
"Precinct 010 Rupert 4",551,110,5,3,6,0,0,1,1,0,0,2,0,677,679
"Precinct 011 Rupert 5",353,57,5,0,1,1,0,0,0,0,0,2,0,417,419
"Nez Perce","13,707","5,928",284,80,52,29,18,28,6,3,0,190,58,"20,135","20,383"
"Precinct Absentee Legislative 6","1,489",586,18,6,5,4,1,5,1,0,0,21,4,"2,115","2,140"
"Precinct Absentee Legislative 7","3,575","2,161",61,20,9,6,5,6,0,0,0,53,21,"5,843","5,917"
"Precinct Culdesac 31",220,35,2,1,0,0,1,0,0,0,0,1,0,259,260
"Precinct Foothills 24",357,83,8,1,1,0,0,1,0,0,0,3,6,451,460
"Precinct Gifford 30",79,20,0,0,0,0,0,0,2,0,0,2,0,101,103
"Precinct Lapawai 26",148,463,11,0,3,0,3,3,0,0,0,1,2,631,634
"Precinct Leland 27",170,24,3,0,0,0,0,0,0,0,0,2,2,197,201
"Precinct Lenore 28",200,34,3,1,0,0,0,0,0,0,0,1,2,238,241
"Precinct Lewiston 1",191,151,6,0,2,1,1,0,0,0,0,3,1,352,356
"Precinct Lewiston 10",219,67,4,1,0,1,0,0,0,0,0,3,0,292,295
"Precinct Lewiston 11",238,100,5,0,2,0,0,0,0,0,0,6,2,345,353
"Precinct Lewiston 12",157,53,6,1,0,1,0,1,0,0,0,2,0,219,221
"Precinct Lewiston 13",255,96,3,6,0,0,1,1,0,0,0,3,1,362,366
"Precinct Lewiston 14",290,79,5,3,0,0,0,0,0,0,0,4,0,377,381
"Precinct Lewiston 15",228,65,5,0,1,0,0,1,0,0,0,4,0,300,304
"Precinct Lewiston 16",270,83,5,1,1,0,0,0,0,0,0,2,2,360,364
"Precinct Lewiston 17",389,102,6,0,1,1,1,1,0,0,0,6,3,501,510
"Precinct Lewiston 18",270,81,7,2,1,2,0,1,0,0,0,4,3,364,371
"Precinct Lewiston 19",486,115,15,1,1,1,0,2,0,0,0,7,1,621,629
"Precinct Lewiston 2",285,87,8,3,4,0,0,0,1,0,0,2,1,388,391
"Precinct Lewiston 20",416,83,11,5,1,1,0,1,0,0,0,3,1,518,522
"Precinct Lewiston 21",565,161,11,3,1,3,1,2,0,1,0,7,0,748,755
"Precinct Lewiston 22",450,111,8,1,5,1,0,0,0,0,0,4,0,576,580
"Precinct Lewiston 3",251,171,8,4,3,1,0,0,0,0,0,7,0,438,445
"Precinct Lewiston 4",243,132,3,2,1,1,0,0,0,0,0,4,2,382,388
"Precinct Lewiston 5",245,109,8,2,2,0,2,1,0,0,0,0,0,369,369
"Precinct Lewiston 6",324,133,15,1,1,0,1,0,1,0,0,1,0,476,477
"Precinct Lewiston 7",249,94,8,2,2,2,0,1,1,2,0,3,1,361,365
"Precinct Lewiston 8",389,165,7,6,1,1,0,1,0,0,0,7,0,570,577
"Precinct Lewiston 9",388,134,7,5,2,1,1,0,0,0,0,13,0,538,551
"Precinct Peck 29",124,39,3,0,1,0,0,0,0,0,0,4,1,167,172
"Precinct Rimrock 23",99,18,4,0,0,0,0,0,0,0,0,2,0,121,123
"Precinct Tammany 25",378,60,9,1,1,1,0,0,0,0,0,4,1,450,455
"Precinct Webb 32",70,33,1,1,0,0,0,0,0,0,0,1,1,105,107
Oneida,"2,119",253,42,9,6,19,2,6,1,0,0,18,1,"2,457","2,476"
"Precinct - 1",605,72,9,2,2,6,0,1,0,0,0,2,1,697,700
"Precinct - 2",452,64,9,1,1,4,1,0,0,0,0,6,0,532,538
"Precinct - 3",503,85,10,2,1,3,1,1,0,0,0,5,0,606,611
"Precinct - 4",405,26,11,2,1,3,0,2,0,0,0,2,0,450,452
"Precinct - 5",84,2,2,1,1,1,0,2,1,0,0,0,0,94,94
"Precinct - 6",70,4,1,1,0,2,0,0,0,0,0,3,0,78,81
Owyhee,"4,101",756,57,13,3,9,4,5,2,0,0,17,11,"4,950","4,978"
"Precinct Absentee",642,209,11,4,2,1,1,0,2,0,0,3,6,872,881
"Precinct Bruneau",191,25,4,0,0,0,0,1,0,0,0,3,0,221,224
"Precinct Grand View",289,30,5,1,0,0,0,1,0,0,0,1,0,326,327
"Precinct Murphy",155,21,0,1,0,1,1,0,0,0,0,0,0,179,179
"Precinct N. Homedale",514,105,12,2,0,2,0,0,0,0,0,1,2,635,638
"Precinct N. Marsing",529,85,8,3,0,0,0,1,0,0,0,0,0,626,626
"Precinct Oreana",94,0,0,0,0,2,0,0,0,0,0,0,0,96,96
"Precinct Pleasant Valley",56,0,0,0,0,0,0,0,0,0,0,0,0,56,56
"Precinct Riddle",17,43,0,0,0,0,0,0,0,0,0,1,0,60,61
"Precinct S. Homedale",741,103,8,1,0,2,1,0,0,0,0,4,3,856,863
"Precinct S. Marsing",532,89,4,0,0,1,1,1,0,0,0,4,0,628,632
"Precinct Three Creek",12,0,0,0,0,0,0,0,0,0,0,0,0,12,12
"Precinct Wilson",329,46,5,1,1,0,0,1,0,0,0,0,0,383,383
Payette,"9,458","2,064",157,25,13,22,4,11,6,1,0,126,7,"11,761","11,894"
"Precinct 1",800,212,17,1,1,1,1,0,2,0,0,9,1,"1,035","1,045"
"Precinct 2","1,658",376,25,5,1,4,1,3,2,0,0,20,2,"2,075","2,097"
"Precinct 3",673,170,16,3,0,0,0,1,0,0,0,7,0,863,870
"Precinct 4",437,126,9,3,1,2,0,0,0,0,0,4,0,578,582
"Precinct 5","1,479",382,27,5,4,2,1,2,0,1,0,32,2,"1,903","1,937"
"Precinct 6","1,347",308,18,4,1,4,1,1,1,0,0,18,0,"1,685","1,703"
"Precinct 7",250,59,5,0,0,0,0,1,0,0,0,5,0,315,320
"Precinct 8","1,501",269,18,3,2,3,0,0,0,0,0,19,2,"1,796","1,817"
"Precinct 9","1,131",145,17,1,3,6,0,3,0,0,0,9,0,"1,306","1,315"
"Precinct 10",182,17,5,0,0,0,0,0,1,0,0,3,0,205,208
Power,"2,146",785,50,11,7,5,8,3,4,2,0,34,7,"3,021","3,062"
"Precinct 01 - AF SD #381 Admin Building",395,170,12,1,2,1,2,0,2,0,0,10,1,585,596
"Precinct 02 - AF Library",493,226,16,3,3,0,1,0,1,2,0,4,2,745,751
"Precinct 03 - WTMS",644,254,15,2,1,1,5,0,1,0,0,9,3,923,935
"Precinct 04 - Rockland City Hall",255,27,3,3,0,1,0,3,0,0,0,6,0,292,298
"Precinct 05 - Arbon Bible Church",98,6,0,0,0,1,0,0,0,0,0,1,0,105,106
"Precinct 06 - Pocatello Airport",261,102,4,2,1,1,0,0,0,0,0,4,1,371,376
Shoshone,"4,500","1,472",101,23,10,7,9,6,2,2,0,74,8,"6,132","6,214"
"Precinct Absentee",822,488,16,3,1,0,2,1,2,0,0,12,4,"1,335","1,351"
"Precinct Avery",8,7,0,0,0,0,0,0,0,0,0,0,0,15,15
"Precinct Calder",65,9,1,0,0,0,0,0,0,0,0,2,0,75,77
"Precinct Clarkia",47,3,1,0,0,0,0,0,0,0,0,1,0,51,52
"Precinct Kellogg",668,231,23,5,1,0,1,1,0,0,0,17,1,930,948
"Precinct Kingston",519,105,6,0,3,2,0,0,0,0,0,9,0,635,644
"Precinct Mullan",201,78,5,0,0,0,0,1,0,0,0,6,1,285,292
"Precinct Murray",97,13,0,0,0,0,0,0,0,0,0,2,0,110,112
"Precinct Osburn",591,154,11,1,0,3,0,2,0,0,0,5,1,762,768
"Precinct Pinehurst",681,131,12,4,0,2,3,0,0,0,0,8,0,833,841
"Precinct Silverton",163,53,4,3,0,0,1,0,0,0,0,4,0,224,228
"Precinct Smelterville",292,40,6,1,1,0,0,0,0,0,0,3,0,340,343
"Precinct Wallace",305,140,13,5,4,0,2,1,0,2,0,3,1,472,476
"Precinct Wardner",41,20,3,1,0,0,0,0,0,0,0,2,0,65,67
Teton,"3,005","3,463",140,37,36,7,7,1,2,0,0,82,13,"6,698","6,793"
"Precinct 01 N. End",777,428,24,3,9,0,3,0,0,0,0,15,4,"1,244","1,263"
"Precinct 02 W. Central",451,438,21,4,6,1,1,0,1,0,0,12,0,923,935
"Precinct 03 Northeast Central",232,379,10,2,2,0,0,0,0,0,0,6,0,625,631
"Precinct 04 Driggs",358,588,21,9,4,4,1,0,0,0,0,14,2,985,"1,001"
"Precinct 05 Southeast Central",392,462,16,6,2,0,0,1,1,0,0,3,3,880,886
"Precinct 06 Victor",307,601,33,9,9,1,1,0,0,0,0,10,3,961,974
"Precinct 07 S. End",488,567,15,4,4,1,1,0,0,0,0,22,1,"1,080","1,103"
"Twin Falls","27,304","9,064",545,179,113,63,43,42,20,10,0,448,57,"37,383","37,888"
"Precinct ABS 25","6,486","3,242",116,45,26,22,15,11,6,4,0,126,7,"9,973","10,106"
"Precinct Absentee 24","5,501","1,644",84,19,15,6,6,4,4,2,0,91,3,"7,285","7,379"
"Precinct Buhl 1",330,54,7,3,0,2,0,0,0,0,0,4,2,396,402
"Precinct Buhl 2",513,67,9,0,0,0,1,2,0,0,0,4,2,592,598
"Precinct Buhl 3",353,76,8,5,0,0,0,0,0,0,0,2,0,442,444
"Precinct Buhl 4",312,70,7,4,1,2,1,1,0,0,0,2,1,398,401
"Precinct Buhl 5",334,100,10,0,5,1,1,0,0,0,0,3,1,451,455
"Precinct Castleford",327,33,5,1,0,1,0,0,0,0,0,0,0,367,367
"Precinct Deep Creek",264,52,5,1,1,0,0,0,1,0,0,4,1,324,329
"Precinct Filer 1",508,89,10,1,0,0,1,0,0,0,0,10,3,609,622
"Precinct Filer 2",440,71,5,0,0,0,0,2,0,0,0,1,0,518,519
"Precinct Filer 3",450,69,13,1,0,0,0,0,0,0,0,3,0,533,536
"Precinct Hansen",457,123,8,4,1,1,1,3,0,0,0,1,1,598,600
"Precinct Hollister",310,51,6,1,1,1,0,0,0,0,0,7,3,370,380
"Precinct Kimberly 1",586,89,17,4,2,3,1,2,2,0,0,10,1,706,717
"Precinct Kimberly 2",496,67,13,11,1,0,0,1,0,0,0,15,0,589,604
"Precinct Kimberly 3",548,118,9,4,3,0,1,0,0,0,0,11,1,683,695
"Precinct Kimberly 4",434,70,5,2,1,0,0,1,0,0,0,8,0,513,521
"Precinct Maroa",203,23,5,0,0,0,0,0,1,0,0,3,0,232,235
"Precinct Murtaugh",227,42,3,0,1,1,0,0,0,0,0,4,2,274,280
"Precinct Twin Falls 1",243,128,11,1,2,1,0,0,0,0,0,2,5,386,393
"Precinct Twin Falls 10",365,133,7,3,6,1,1,1,1,0,0,7,0,518,525
"Precinct Twin Falls 11",344,126,5,5,3,2,0,1,0,2,0,2,0,488,490
"Precinct Twin Falls 12",241,99,5,4,6,1,0,0,0,0,0,5,0,356,361
"Precinct Twin Falls 13",409,145,8,3,1,1,0,0,0,0,0,5,6,567,578
"Precinct Twin Falls 14",460,189,11,3,3,2,1,0,0,0,0,5,1,669,675
"Precinct Twin Falls 15",182,48,5,3,2,1,0,0,0,0,0,5,0,241,246
"Precinct Twin Falls 16",314,73,9,2,2,0,0,2,0,0,0,7,0,402,409
"Precinct Twin Falls 17",345,147,9,1,2,1,0,0,0,1,0,5,2,506,513
"Precinct Twin Falls 18",362,120,9,0,0,0,1,2,0,0,0,0,1,494,495
"Precinct Twin Falls 19",426,153,6,2,4,2,0,0,0,0,0,8,0,593,601
"Precinct Twin Falls 2",227,111,4,4,5,1,0,1,0,0,0,3,0,353,356
"Precinct Twin Falls 20",507,136,17,8,1,2,0,1,0,0,0,8,3,672,683
"Precinct Twin Falls 21",211,113,4,1,3,0,2,0,0,0,0,6,2,334,342
"Precinct Twin Falls 22",228,81,4,2,2,1,1,0,0,0,0,7,0,319,326
"Precinct Twin Falls 23",99,22,5,0,1,0,0,0,0,0,0,4,0,127,131
"Precinct Twin Falls 24",401,93,10,2,1,1,1,2,0,0,0,9,0,511,520
"Precinct Twin Falls 25",271,47,4,2,0,0,1,1,0,0,0,1,1,326,328
"Precinct Twin Falls 26",311,78,3,0,2,0,1,0,0,0,0,2,1,395,398
"Precinct Twin Falls 3",254,140,8,7,1,0,1,2,0,0,0,5,0,413,418
"Precinct Twin Falls 4",291,114,12,5,2,2,1,1,2,0,0,5,3,430,438
"Precinct Twin Falls 5",350,108,10,3,1,1,1,0,1,0,0,6,0,475,481
"Precinct Twin Falls 6",318,95,14,6,2,0,2,0,0,0,0,12,2,437,451
"Precinct Twin Falls 7",323,133,7,4,2,1,0,0,0,0,0,6,1,470,477
"Precinct Twin Falls 8",373,133,3,1,0,0,0,0,0,0,0,10,0,510,520
"Precinct Twin Falls 9",370,149,10,1,1,2,1,1,2,1,0,4,1,538,543
Valley,"4,214","2,869",88,35,23,5,3,1,2,0,0,111,5,"7,240","7,356"
"Precinct 1 - Alpha",341,91,3,0,0,0,0,0,0,0,0,9,0,435,444
"Precinct 2 - Cascade",434,143,2,4,2,0,0,0,0,0,0,6,1,585,592
"Precinct 3 - Donnelly",48,34,4,0,0,0,0,0,0,0,0,2,0,86,88
"Precinct 4 - McCall",853,"1,059",24,11,10,0,1,0,0,0,0,25,1,"1,958","1,984"
"Precinct 5 - Payette",564,545,17,5,1,1,0,0,1,0,0,14,1,"1,134","1,149"
"Precinct 6 - Roseberry","1,430",835,30,13,9,2,2,1,1,0,0,43,2,"2,323","2,368"
"Precinct 7 - W. Mountain",516,150,6,2,1,2,0,0,0,0,0,11,0,677,688
"Precinct 8 - Yellowpine",28,12,2,0,0,0,0,0,0,0,0,1,0,42,43
Washington,"4,429","1,010",71,14,10,11,1,6,1,2,0,60,2,"5,555","5,617"
"Precinct 01 Eaton Hale",525,93,5,1,0,3,0,0,0,0,0,10,0,627,637
"Precinct 02 W. Weiser",385,113,8,1,1,0,0,0,0,0,0,3,0,508,511
"Precinct 03 S. Weiser",245,81,5,0,2,1,0,0,0,0,0,2,1,334,337
"Precinct 04 Weiser",337,143,10,0,1,0,0,0,0,0,0,9,1,491,501
"Precinct 05 Middle Weiser",350,116,5,2,0,2,0,1,0,2,0,7,0,478,485
"Precinct 06 E. Weiser",276,86,5,1,1,0,0,0,0,0,0,5,0,369,374
"Precinct 07 Midvale",465,19,5,0,0,1,0,0,1,0,0,5,0,491,496
"Precinct 08 Cambridge",556,88,8,3,0,2,0,0,0,0,0,2,0,657,659
"Precinct 09 Pioneer",393,145,7,3,1,2,0,1,0,0,0,1,0,552,553
"Precinct 10 Sunnyside",461,61,6,2,1,0,1,2,0,0,0,10,0,534,544
"Precinct 11 Mineral",436,65,7,1,3,0,0,2,0,0,0,6,0,514,520
Totals,"605,246","274,972","12,812","4,462","2,973","1,577","1,230","1,026",514,242,3,"11,194","1,215","905,057","917,466"

